frecuencia conceptId term razon_inactivo tipo_reemplazo replace_id replace_term
3 377269004 "producto que contiene carbidopa 25 mg y levodopa 100 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783666004 "carbidopa (como carbidopa monohidratada) 25 mg y levodopa 100 mg por cada comprimido para administración oral"
8 377426009 "ácido fólico + hierro, 0,8 mg/15 mg, gotas (producto)" "no conformidad de componente con la política editorial"   
0 384633003 "examen y atención posparto de la madre (procedimiento)" duplicado "IGUAL QUE" 384634009 "examen materno posnatal"
1 320347009 "bromuro de ipratropio, 500 mcg/2 ml, solución para nebulización (producto)" obsoleto "REEMPLAZADO POR" 784854001 "bromuro de ipratropio 250 microgramos/ml, solución para inhalación"
7 322077002 "producto que contiene domperidona 10 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783326008 "domperidona (como maleato de domperidona) 10 mg por cada comprimido para administración oral"
1 323033003 "topiramato, 25 mg, cápsula con microgránulos (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765872007 "topiramato 25 mg por cada cápsula para administración oral"
1 323920007 "cefalexina, 125 mg/5 ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 786007002 "cefalexina anhidra (como cefalexina) 25 mg/ml, solución oral"
7 324360009 "cotrimoxazol, 160 mg/800 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 324359004 "sulfametoxazol 800 mg y trimetoprima 160 mg por cada comprimido para administración oral"
1 325067006 "insulina lispro, 100 unidades/ml, solución inyectable, cartucho de 3 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781942001 "insulina lispro 100 unidades/ml de solución inyectable"
1 325077008 "insulina asparta, 100 unidades/ml, solución inyectable, cartucho de 3 ml (producto)" "no conformidad de componente con la política editorial"   
6 287374003 "control de epistaxis (procedimiento)" duplicado "IGUAL QUE" 35807001 "control de hemorragia nasal"
1 294322009 "alergia a base química (trastorno)" "no conformidad de componente con la política editorial"   
1 310592002 "embarazo prolongado - 41 semanas (trastorno)" erróneo "REEMPLAZADO POR" 90968009 "embarazo prolongado"
3 310594001 "embarazo prolongado - 42 semanas (trastorno)" erróneo "REEMPLAZADO POR" 90968009 "embarazo prolongado"
33 29987004 "vitaminas A y D (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 775367005 "producto que contiene colecalciferol y retinol como únicos ingredientes"
2 312978008 "ceguera adquirida, ambos ojos (trastorno)" duplicado "IGUAL QUE" 193709009 "ceguera bilateral adquirida"
2 289543006 "problema de sangrado vaginal (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 289530006 "hallazgo relacionado con sangrado vaginal"
1 417606000 "histrelina, 50 mg, implante (producto)" "no conformidad de componente con la política editorial"   
3 407805005 "vacuna antihepatitis B, 5 mcg/0,5 ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
1 407877003 "clorhidrato de difenhidramina, 6,25 mg/5 ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 784698004 "clorhidrato de difenhidramina 1,25 mg/ml, solución oral"
1 407886008 "budesonida, 200 mcg, cápsula para inhalación (producto)" obsoleto "REEMPLAZADO POR" 770282000 "budesonida 200 microgramos por cada disparo de polvo para inhalación"
5 400357001 "fosfato de betametasona sódica, 3 mg/ml, solución inyectable, vial de 5 ml (producto)" "no conformidad de componente con la política editorial"   
7 400521005 "fosfato de betametasona sódica, 4 mg/ml, solución inyectable, vial de 5 ml (producto)" "no conformidad de componente con la política editorial"   
3 400662007 "vacuna inyectable adsorbida contra difteria, tétanos y tos ferina, vial de 0,5 ml (producto)" "no conformidad de componente con la política editorial"   
10 400688005 "polisacárido neumocócico, 25 mg/0,5 ml, solución inyectable, vial de 0,5 ml (producto)" "no conformidad de componente con la política editorial"   
1 392264009 "ampicilina + sulbactam, 10 g/5 g, inyectable (producto)" "no conformidad de componente con la política editorial"   
10 392556002 "clorhidrato de difenhidramina, 12,5 mg/ 5 ml, líquido (producto)" "no conformidad de componente con la política editorial"   
2 438884007 "zolpidem, 10 mg, comprimido de desintegración oral (producto)" obsoleto "REEMPLAZADO POR" 785074000 "tartrato de zolpidem 10 mg por cada comprimido desleíble bucal"
7 445097005 "nuevo contacto sexual (evento)" erróneo "REEMPLAZADO POR" 771458000 "nuevo contacto sexual"
49 704010009 "apoyo para la lactancia materna ofrecido (situación)" "no conformidad de componente con la política editorial"   
1 714561003 "sal ferrosa + ácido fólico (producto)" "no conformidad de componente con la política editorial"   
2 719785006 "nuevo anticoagulante oral indicado (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 787928003 "profilaxis contra inhibidor de factor de coagulación Xa indicada"
1 75366006 "edetato disódico de calcio (producto)" "no conformidad de componente con la política editorial"   
1 7572005 "forúnculo de la cabeza, sin compromiso de la cara (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 19043005 "forúnculo del cuero cabelludo"
1 134599008 "producto que contiene ácido alendrónico 70 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783147000 "ácido alendrónico (como alendronato de sodio) 70 mg por cada comprimido para administración oral"
2 205359003 "pie valgo congénito convexo (trastorno)" duplicado "IGUAL QUE" 205082007 "astrágalo vertical congénito"
7 206169007 "bebé prematuro - peso de 1000g-2499g o gestación entre 28 y 37 semanas (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 771299009 "prematurez del lactante"
3 212014004 "quemadura de múltiples sitios especificados (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 10132008 "quemaduras de sitios múltiples"
13 191615005 "trastorno depresivo mayor, episodios recurrentes, en remisión total (trastorno)" duplicado "IGUAL QUE" 46244001 "depresión mayor recurrente en remisión completa"
9 192118006 "problemas de relación en la infancia y adolescencia (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160822004 "problemas en las relaciones"
1 169411000 "vitaminoterapia/dietoterapia de sostén (producto)" "no conformidad de componente con la política editorial"   
2 169942003 "alcoholismo materno (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 789612004 "abuso de alcohol por la madre"
0 185742009 "se niega al control de obesidad (hallazgo)" erróneo "REEMPLAZADO POR" 763085007 "control de obesidad rechazado"
2 160961006 "muerte del padre (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160436004 "padre fallecido"
7 246994006 "hipema total de la cámara anterior (trastorno)" duplicado "IGUAL QUE" 418106004 "hifema total"
2 24342007 "infección de herida de operación cesárea Y/O perineal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 32999002 "complicación de herida quirúrgica obstétrica"
2 266443000 "hernia epigástrica no complicada (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 289260002 "hernia epigástrica"
11 226317004 "suplemento de vitaminas liposolubles (producto)" "no conformidad de componente con la política editorial"   
7 325367002 "fosfato sódico de dexametasona, 5 mg/ml, solución inyectable, vial de 2 ml (producto)" "no conformidad de componente con la política editorial"   
47 325372006 "fosfato de dexametasona, 4 mg/ml, solución inyectable, vial de 1 ml (producto)" "no conformidad de componente con la política editorial"   
17 326882007 "metotrexato, 25 mg/ml, solución inyectable, vial de 20 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781983003 "metotrexato (como metotrexato de sodio) 25 mg/ml de solución inyectable"
1 327358003 "acetato de leuprorelina (producto)" "no conformidad de componente con la política editorial"   
16 333981003 "producto que contiene ketorolaco trometamol 10 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783105004 "ketorolaco trometamol 10 mg por cada comprimido para administración oral"
1 353867005 "corticosteroides usados en el tratamiento del asma (producto)" "no conformidad de componente con la política editorial"   
7 359204001 "aguja reutilizable para jeringa precargada tipo lapicera (objeto físico)" "no conformidad de componente con la política editorial"   
10 374803004 "fluoruro de sodio, 1%, gel (producto)" "no conformidad de componente con la política editorial"   
3 375685002 "fluoruro de sodio, 2,0% (producto)" "no conformidad de componente con la política editorial"   
12 370167008 "aspirina, 81 mg, comprimido con recubrimiento entérico (producto)" duplicado "IGUAL QUE" 765570009 "aspirina 81 mg por cada comprimido gastrorresistente para administración oral"
6 370838009 "consulta a los prestadores de salud adecuados (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 11429006 consulta
1 366600001 "hallazgo relacionado con la estabilidad de los meniscos (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 299371002 "menisco estable"
1 366600001 "hallazgo relacionado con la estabilidad de los meniscos (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 299370001 "menisco inestable"
2 386479004 "triaje: telefónico (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 401267002 "teleconferencia de triaje"
1 288283008 "heridas abiertas con traumatismo - efectos tardíos (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 14817008 "efecto tardío de lesión traumática"
3 288309006 "reacción a vacuna mixta (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 293104008 "reacción adversa a vacunas"
2 417276005 "vacuna con toxoide tetánico/toxoide diftérico (dosis reducida)/tos ferina acelular, inyectable, vial de 0,5 ml (producto)" "no conformidad de componente con la política editorial"   
3 407840006 "risperidona, 25 mg, polvo+solvente para suspensión inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769213007 "risperidona 25 mg por cada vial de polvo para suspensión inyectable"
1 398307005 "cesárea cervical baja (procedimiento)" obsoleto "REEMPLAZADO POR" 788180009 "operación cesárea en segmento uterino inferior"
1 412465004 "penicilina G procaína + benzatina (producto)" "no conformidad de componente con la política editorial"   
379 414136001 "estradiol + acetato de noretindrona (producto)" "no conformidad de componente con la política editorial"   
4 422732009 "vacuna cuadrivalente recombinante contra papilomavirus humano, jeringa precargada de 0,5 ml (producto)" "no conformidad de componente con la política editorial"   
2 424998002 "atrofia renal unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765773009 "atrofia de riñón izquierdo"
2 424998002 "atrofia renal unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765774003 "atrofia de riñón derecho"
4 439594003 "cefalexina, 25 mg/ml, suspensión oral (producto)" obsoleto "REEMPLAZADO POR" 786005005 "cefalexina anhidra (como cefalexina) 25 mg/ml, suspensión oral"
134 6517004 "agente antipsicótico derivado de butirofenona (producto)" "no conformidad de componente con la política editorial"   
1 71338005 "vasopresina (producto)" "no conformidad de componente con la política editorial"   
1 720413004 "displasia acropectororrenal (trastorno)" obsoleto "REEMPLAZADO POR" 38371006 "anomalía de Poland"
1 134539006 "topiramato, 50 mg, microgránulos en cápsulas (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766008000 "topiramato 50 mg por cada cápsula para administración oral"
4 134648007 "complejo hierro-dextran, 100 mg/2 ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781945004 "hierro (como hierro dextran) 50 mg/ml de solución inyectable"
5 193551004 "glaucoma por otro trastorno (trastorno)" duplicado "IGUAL QUE" 95717004 "glaucoma secundario"
1 201284005 "trastorno de hipopigmentación (trastorno)" duplicado "IGUAL QUE" 23006000 "hipopigmentación de la piel"
1 170255003 "examen del niño de 1 año no ofrecido (situación)" "no conformidad de componente con la política editorial"   
5 171151005 "cribado para la detección de cáncer de cuello uterino - ofrecido (hallazgo)" "no conformidad de componente con la política editorial"   
50 171430003 "paciente revisado (procedimiento)" erróneo "REEMPLAZADO POR" 763288003 "revisión de paciente"
1 185803000 "se niega al control de salud de la mujer (hallazgo)" erróneo "REEMPLAZADO POR" 763086008 "control de salud de mujer sana rechazado"
1 185041006 "costas de presentación de niño en riesgo a cargo del servicio social (hallazgo)" "no conformidad de componente con la política editorial"   
3 160965002 "suicidio de familiar cercano (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160333008 "antecedente familiar de suicidio"
5 254145001 "displasia fibrosa (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 36517007 "displasia fibrosa poliostósica del hueso"
5 254145001 "displasia fibrosa (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 89859004 "displasia fibrosa monostótica"
5 254145001 "displasia fibrosa (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 10623005 "displasia fibrosa de hueso"
7 269177003 "herida abierta de dedo(s) de la mano o del pulgar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 125653000 "herida abierta de dedo de la mano"
7 269177003 "herida abierta de dedo(s) de la mano o del pulgar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 125654006 "herida abierta de dedo pulgar"
5 260646007 "laminectomía parcial (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 261540001 laminotomía
2 225916007 "línea de sutura inflamada (trastorno)" erróneo "REEMPLAZADO POR" 781195004 "línea de sutura inflamada"
1 262547000 "herida superficial por contusión (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 125587004 "lesión traumática superficial"
1 325959001 "pamidronato disódico, 30 mg, polvo y solvente para infusión, vial (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766110000 "pamidronato disódico 30 mg polvo para solución inyectable, vial"
1 329491001 "L-carnitina, 1 g, solución inyectable, ampolla de 5 ml (producto)" "no conformidad de componente con la política editorial"   
1 331032009 "budesonida, 100 mcg, aerosol nasal acuoso (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766419007 "budesonida 100 microgramos por cada disparo de aerosol nasal"
1 339905004 "artroplastia con copa de la cadera (procedimiento)" duplicado "IGUAL QUE" 340922009 "reemplazo parcial de cadera mediante copa"
1 374046000 "cipionato de hidrocortisona, 10 mg/5 ml, suspensión (producto)" obsoleto "REEMPLAZADO POR" 785096006 "hidrocortisona 2 mg/ml, suspensión oral"
1 374165006 "ceftriaxona sódica, 2 g, solución para inyectar, sachet de 50 ml (producto)" "no conformidad de componente con la política editorial"   
1 376948004 "norfloxacino, 0,3%, solución (producto)" obsoleto "REEMPLAZADO POR" 780032008 "producto con norfloxacino para administración ocular como único ingrediente"
0 377034005 "budesonida, 0,25 mg/2 ml, suspensión (producto)" "no conformidad de componente con la política editorial"   
2 377268007 "producto que contiene carbidopa 10 mg y levodopa 100 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783664001 "carbidopa (como carbidopa monohidratada) 10 mg y levodopa 100 mg por cada comprimido para administración oral"
3 370175002 "aspirina, 81 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765570009 "aspirina 81 mg por cada comprimido gastrorresistente para administración oral"
2 371275000 "alprazolam, 1 mg/ml, concentrado (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766456003 "alprazolam 1 mg/ml, solución oral"
20 363266006 "educación prenatal (procedimiento)" duplicado "IGUAL QUE" 135892000 "educación prenatal"
